Name,Location,Locality,City,Rating,Cost
Syrah,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,3.8,4500
Wow! Momo,"Unity One Mall,Janakpuri, West Delhi", West Delhi,Delhi,3.6,400
Raasta,"Green Park, South Delhi", South Delhi,Delhi,4.4,2000
Theos,"Sangam Courtyard,RK Puram, South Delhi", South Delhi,Delhi,4.4,900
Jazbaa Lounge and Bar,"Rajouri Garden, West Delhi", West Delhi,Delhi,4.1,1600
Chili's American Grill and Bar,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,4.5,2000
Ada'e Haandi's,"Moti Bagh, South Delhi", South Delhi,Delhi,4.0,600
Cafe 27,"Kailash Colony, South Delhi", South Delhi,Delhi,4.2,1700
London Street,"Anand Vihar, East Delhi", East Delhi,Delhi,4.1,1800
KOST,"Lajpat Nagar - 4, South Delhi", South Delhi,Delhi,5.0,1000
Sandoz,"Nehru Place, South Delhi", South Delhi,Delhi,4.3,1000
Le Chef,"Cross River Mall,Shahdara, East Delhi", East Delhi,Delhi,4.1,1000
Mad Over Donuts,"Lajpat Nagar - 2, South Delhi", South Delhi,Delhi,4.0,400
Goosebumps,"Karkardooma, East Delhi", East Delhi,Delhi,4.1,400
Shalom - Laidback Cafe,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,4.3,2000
4th Street Cafe,"Preet Vihar, East Delhi", East Delhi,Delhi,4.4,500
MOC - The American Restaurant,"Mayur Vihar Phase - 1, East Delhi", East Delhi,Delhi,3.7,400
Naivedyam,"Hauz Khas Village, South Delhi", South Delhi,Delhi,4.2,500
Drums of Heaven,"Green Park, South Delhi", South Delhi,Delhi,4.1,1400
The Waffle Co.,"Naraina, West Delhi", West Delhi,Delhi,5.0,400
Smelling Salts,"Ashok Vihar Phase - 2, North Delhi", North Delhi,Delhi,4.4,1800
Ama Thakali,"Majnu ka Tila, North Delhi", North Delhi,Delhi,4.3,600
Gung The Palace,"Green Park, South Delhi", South Delhi,Delhi,4.7,2500
United Coffee House Rewind,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,4.3,3000
Miss Nora,"R Cube Monad Mall,Rajouri Garden, West Delhi", West Delhi,Delhi,4.5,1600
Cafe Delhi Heights,"DLF Avenue,Saket, South Delhi", South Delhi,Delhi,4.3,2000
The Colony Bistro,"Lajpat Nagar - 4, South Delhi", South Delhi,Delhi,4.0,2100
Pinch of Spice,"Rajouri Garden, West Delhi", West Delhi,Delhi,4.3,1800
The Waffle Co.,"Sangam Courtyard,RK Puram, South Delhi", South Delhi,Delhi,4.3,400
Roadhouse Cafe,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,4.4,2400
Dhaba Estd 1986 Delhi,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,4.2,1200
Lord of the Drinks Drinks Chamber,"Rajouri Garden, West Delhi", West Delhi,Delhi,4.2,2300
Cafe Junk,"Mayur Vihar Phase - 2, East Delhi", East Delhi,Delhi,4.6,500
The Snook Hook Cafe,"Kailash Colony, South Delhi", South Delhi,Delhi,4.0,1200
Kori's,"Safdarjung, South Delhi", South Delhi,Delhi,4.1,1300
Barbeque Nation,"Ginger Hotel,Vivek Vihar, East Delhi", East Delhi,Delhi,4.5,1700
Nazeer Delicacies,"RK Puram, South Delhi", South Delhi,Delhi,4.5,1000
Tenali - The Andhra Kitchen,"Green Park, South Delhi", South Delhi,Delhi,4.6,800
Kake Da Hotel,"Ashok Vihar Phase - 1, North Delhi", North Delhi,Delhi,3.7,1000
NCC - NorthEastern & Chinese Cafe,"Safdarjung, South Delhi", South Delhi,Delhi,4.6,1000
Nagaland's Kitchen,"Uphaar Cinema Complex,Green Park, South Delhi", South Delhi,Delhi,4.1,2200
Kitchen & Chicken,"South Extension - 2, South Delhi", South Delhi,Delhi,2.0,700
Red Chilli,"Uphaar Cinema Complex,Green Park, South Delhi", South Delhi,Delhi,4.1,1500
Gastronomica Kitchen & Bar,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,4.3,2000
Olive Bar & Kitchen,"Mehrauli, South Delhi", South Delhi,Delhi,4.5,3000
Dilli 32,"The Leela Ambience Convention Hotel,Shahdara, East Delhi", East Delhi,Delhi,4.6,4500
Bean Sahab,"Safdarjung, South Delhi", South Delhi,Delhi,4.0,600
Greenr Cafe,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,4.0,1400
Bamboo Hut,"Safdarjung Enclave Market,Safdarjung, South Delhi", South Delhi,Delhi,4.1,1000
Cafe Knosh,"The Leela Ambience Convention Hotel,Shahdara, East Delhi", East Delhi,Delhi,4.3,3000
Grand Plaza,"Model Town 2, North Delhi", North Delhi,Delhi,4.5,1500
Sanjha Chulha,"Kailash Colony, South Delhi", South Delhi,Delhi,3.8,1500
Club Cuba,"The Leela Ambience Convention Hotel,Shahdara, East Delhi", East Delhi,Delhi,4.8,3000
SKY HEART LOUNGE & BAR (MY BAR),"Punjabi Bagh, West Delhi", West Delhi,Delhi,4.0,1500
Shakespeare Cafe,"Punjabi Bagh, West Delhi", West Delhi,Delhi,4.1,1300
Barbeque Nation,"Netaji Subhash Place, North Delhi", North Delhi,Delhi,4.5,1700
Platinum Lounge,"Star City Mall,Mayur Vihar Phase - 1, East Delhi", East Delhi,Delhi,4.2,1600
SGF - Spice Grill Flame,"Community Centre,Ashok Vihar Phase - 2, North Delhi", North Delhi,Delhi,3.5,700
Otik Cake Shop,"Model Town 2, North Delhi", North Delhi,Delhi,5.0,500
MAD - Music and Drinks,"Rajouri Garden, West Delhi", West Delhi,Delhi,3.9,1200
One8 Commune,"Worldmark 2,Aerocity, South Delhi", South Delhi,Delhi,4.2,2400
Wok in the Clouds,"B.K Dutta Market,Rajouri Garden, West Delhi", West Delhi,Delhi,4.3,2200
Kake Da Hotel,"Model Town 1, North Delhi", North Delhi,Delhi,3.8,1000
Pind Balluchi,"PP Tower,Netaji Subhash Place, North Delhi", North Delhi,Delhi,3.9,1800
Moets Oh! Bao,"Defence Colony, South Delhi", South Delhi,Delhi,4.5,1300
Bread and More,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,3.4,700
Taco Bell,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,4.5,500
HUDBA,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,4.1,2300
Upgrade Kitchen & Bar,"The India Mall,New Friends Colony, South Delhi", South Delhi,Delhi,4.0,1800
Kaafila Rest 'O' Bar,"Karkardooma Community Center,Karkardooma, East Delhi", East Delhi,Delhi,3.5,1700
"Elma's Bakery, Bar and Kitchen","Hauz Khas Village, South Delhi", South Delhi,Delhi,4.3,1500
Six Degree,"Safdarjung Enclave Market,Safdarjung, South Delhi", South Delhi,Delhi,3.3,500
Cafe Sandoz,"SDA, South Delhi", South Delhi,Delhi,5.0,1000
Big Fat Sandwich,"Hauz Khas, South Delhi", South Delhi,Delhi,4.4,900
Cafe on 3,"Holiday Inn,Mayur Vihar Phase - 1, East Delhi", East Delhi,Delhi,4.2,3600
Urban Room by Storm,"East of Kailash, South Delhi", South Delhi,Delhi,4.2,1500
Pind Balluchi,"Karkardooma, East Delhi", East Delhi,Delhi,3.5,1800
Anupama Sweet,"Kailash Colony, South Delhi", South Delhi,Delhi,5.0,400
Talli Station,"Rajouri Garden, West Delhi", West Delhi,Delhi,4.2,1500
Getafix,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,4.5,1200
HKV Bar Exchange,"Hauz Khas Village, South Delhi", South Delhi,Delhi,4.2,1700
Cosy Restaurant,"Hauz Khas, South Delhi", South Delhi,Delhi,4.3,1100
Saleem's Restaurant,"Kailash Colony, South Delhi", South Delhi,Delhi,4.5,500
Yes Minister - Pub & Kitchen,"Essex Farms,Aurobindo Marg, South Delhi", South Delhi,Delhi,4.2,1800
Paul,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,4.6,2500
Good Food Cafe,"Pankaj Arcade,Pitampura, North Delhi", North Delhi,Delhi,4.3,900
Saleem's Fine Dine,"Kailash Colony, South Delhi", South Delhi,Delhi,4.4,1400
Infinity,"Crowne Plaza,Mayur Vihar Phase - 1, East Delhi", East Delhi,Delhi,4.3,3600
Fabcafe By Fabindia,"Rajouri Garden, West Delhi", West Delhi,Delhi,5.0,1200
The Rehab Gastropub,"Hauz Khas Village, South Delhi", South Delhi,Delhi,4.4,2000
Giani,"Model Town 2, North Delhi", North Delhi,Delhi,4.0,400
Konfidential,"Kailash Colony, South Delhi", South Delhi,Delhi,4.1,600
Berco's,"Rajouri Garden, West Delhi", West Delhi,Delhi,4.3,1300
Wow! Momo,"Hauz Khas Village, South Delhi", South Delhi,Delhi,4.1,400
FatJar Cafe & Market,"Kailash Colony, South Delhi", South Delhi,Delhi,4.1,1700
Baa Bistro,"Mayur Vihar Phase - 1, East Delhi", East Delhi,Delhi,4.4,800
Vasant Kunj Social,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,4.4,2000
Threads,"Shahpur Jat, South Delhi", South Delhi,Delhi,4.7,700
Only Bar,"Nehru Place, South Delhi", South Delhi,Delhi,4.5,1000
Bread and More,"Vasant Vihar, South Delhi", South Delhi,Delhi,4.6,500
Defaulter Cafe,"Moti Bagh, South Delhi", South Delhi,Delhi,1.0,800
Zaika-E-Dilli,"Shahdara, East Delhi", East Delhi,Delhi,4.3,400
You Mee,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,4.6,500
Mia Bella,"Hauz Khas Village, South Delhi", South Delhi,Delhi,4.2,2000
Golden Fiesta,"East of Kailash, South Delhi", South Delhi,Delhi,4.0,900
Cafe Culture,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,4.5,1000
Sardar-Ji-Bakhsh Coffee & Co.,"Panchsheel Park, South Delhi", South Delhi,Delhi,5.0,500
The Irish House,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,4.4,2100
Hale And Hearty,"Hauz Khas, South Delhi", South Delhi,Delhi,4.3,400
Sandoz,"Paschim Vihar, West Delhi", West Delhi,Delhi,4.2,1000
Garden House Cafe And Health Kitchen,"Shahpur Jat, South Delhi", South Delhi,Delhi,4.5,800
Sampan,"The Suryaa New Delhi,New Friends Colony, South Delhi", South Delhi,Delhi,4.2,3500
The Backyard,"Punjabi Bagh, West Delhi", West Delhi,Delhi,4.3,1500
Mad Over Donuts,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,4.2,400
Mamagoto,"DLF Promenade Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,4.4,1500
Sura Vie,"Punjabi Bagh, West Delhi", West Delhi,Delhi,4.2,1800
Chaskaa,"Anand Vihar, East Delhi", East Delhi,Delhi,4.0,900
Fiery Grills,"D Mall,Netaji Subhash Place, North Delhi", North Delhi,Delhi,3.9,2000
Pind Balluchi,"Goverdhan House,Nehru Place, South Delhi", South Delhi,Delhi,3.9,1500
DANDY - The Fio Bar,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,4.3,2000
The Passengers Bar Food & Drinks,"Kailash Colony, South Delhi", South Delhi,Delhi,3.2,2000
Band Baaja Baaraat,"Rajouri Garden, West Delhi", West Delhi,Delhi,3.9,1500
Punjab Grill,"Pacific Mall,Tagore Garden, West Delhi", West Delhi,Delhi,4.2,2200
Helter Skelter,"SDA Market,SDA, South Delhi", South Delhi,Delhi,4.3,1800
Punjab Grill,"Select Citywalk Mall,Saket, South Delhi", South Delhi,Delhi,4.2,2800
Veer Ji Malai Chaap Wale,"Karkardooma, East Delhi", East Delhi,Delhi,2.3,600
Greenr Cafe,"Vasant Vihar, South Delhi", South Delhi,Delhi,4.8,1400
Daryaganj,"Tagore Garden, West Delhi", West Delhi,Delhi,4.0,2000
Ambarsariya Spice,"Rajouri Garden, West Delhi", West Delhi,Delhi,5.0,1500
Spice Aangan,"SDA Market,SDA, South Delhi", South Delhi,Delhi,5.0,600
Delhi Salad Store,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,3.8,600
Mamagoto,"Select Citywalk Mall,Saket, South Delhi", South Delhi,Delhi,4.4,1500
Otik Cake Shop,"Rajouri Garden, West Delhi", West Delhi,Delhi,5.0,500
Chaayos,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,4.3,500
The Asian Tuk Tuk,"Eros Corporate Tower,Nehru Place, South Delhi", South Delhi,Delhi,4.5,2000
Fly Bar,"Rajouri Garden, West Delhi", West Delhi,Delhi,3.8,800
Royal China,"Eros Corporate Tower,Nehru Place, South Delhi", South Delhi,Delhi,4.4,3200
Chaayos,"PP Tower,Netaji Subhash Place, North Delhi", North Delhi,Delhi,4.2,500
Naivedyam,"Kalkaji, South Delhi", South Delhi,Delhi,4.3,500
The Gol Chakkar,"Kalkaji, South Delhi", South Delhi,Delhi,4.1,1200
Berco's,"MGF Metropolitan Mall,Saket, South Delhi", South Delhi,Delhi,4.3,1800
Josh - The High Energy Bar,"Garg Plaza,Pitampura, North Delhi", North Delhi,Delhi,4.0,1000
Heartbeat,"Rajouri Garden, West Delhi", West Delhi,Delhi,4.5,1400
Gourmet Greens,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,4.9,2000
Empress Delhi,"Rajouri Garden, West Delhi", West Delhi,Delhi,4.1,900
Giani,"Punjabi Bagh, West Delhi", West Delhi,Delhi,5.0,400
Mealodrama Modern Bistro,"Rajouri Garden, West Delhi", West Delhi,Delhi,3.9,1400
Typsy Crow,"SDA Market,SDA, South Delhi", South Delhi,Delhi,4.1,1400
Beliram Degchiwala,"Corner Market,Malviya Nagar, South Delhi", South Delhi,Delhi,4.2,1100
Laidback Cafe,"Saket, South Delhi", South Delhi,Delhi,4.5,1500
Berco's,"Pankaj Arcade,Pitampura, North Delhi", North Delhi,Delhi,4.3,1300
Nimtho,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,4.3,1200
Radioactive Cafe,"Punjabi Bagh, West Delhi", West Delhi,Delhi,4.0,1500
Bubble Waffle,"Karkardooma, East Delhi", East Delhi,Delhi,2.0,500
What A Comic Show,"SDA Market,SDA, South Delhi", South Delhi,Delhi,4.1,1700
Cafe Delhi Heights,"Worldmark 3,Aerocity, South Delhi", South Delhi,Delhi,4.3,2000
Dhaba - A Punjabi Theme,"Rajouri Garden, West Delhi", West Delhi,Delhi,4.1,1000
Dada Ji Di Punjabi Rasoi,"Shalimar Bagh, North Delhi", North Delhi,Delhi,3.9,800
Del,"Roseate House,Aerocity, South Delhi", South Delhi,Delhi,4.5,5000
Sattvik,"Select Citywalk Mall,Saket, South Delhi", South Delhi,Delhi,4.4,1600
Pind Balluchi,"Hotel TE,Greater Kailash - 1, South Delhi", South Delhi,Delhi,3.9,2200
Healthy Chef,"Rajouri Garden, West Delhi", West Delhi,Delhi,4.8,800
Dhansoo Cafe,"Tagore Garden, West Delhi", West Delhi,Delhi,4.0,2000
Sardar-Ji-Bakhsh Coffee & Co.,"Punjabi Bagh, West Delhi", West Delhi,Delhi,4.5,700
The Tandoor,"Rajouri Garden, West Delhi", West Delhi,Delhi,4.0,800
Oh! Calcutta,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,4.5,2400
The Fit Food,"Punjabi Bagh, West Delhi", West Delhi,Delhi,4.6,1500
RP's Restaurant,"Malviya Nagar, South Delhi", South Delhi,Delhi,4.1,900
Khalsa Parivar Restaurant,"Mayapuri Phase - 2, West Delhi", West Delhi,Delhi,4.1,700
Havemore,"MGF Metropolitan Mall,Saket, South Delhi", South Delhi,Delhi,4.1,2500
Ping's Cafe Orient,"DLF Avenue,Saket, South Delhi", South Delhi,Delhi,4.6,2100
Tasim,"Rajouri Garden, West Delhi", West Delhi,Delhi,4.2,1100
PCO,"Vasant Vihar, South Delhi", South Delhi,Delhi,4.3,2000
Bintang Sweet Thrills,"Rajouri Garden, West Delhi", West Delhi,Delhi,5.0,400
Cafe Delhi Heights,"DLF Promenade Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,4.3,2000
The Tummy Section,"Rajouri Garden, West Delhi", West Delhi,Delhi,3.5,600
The Blue Parrot Cafe,"The Orion Plaza,Kalkaji, South Delhi", South Delhi,Delhi,4.0,1300
FO - Food Overloaded,"Paschim Vihar, West Delhi", West Delhi,Delhi,4.5,1200
The Tandoor,"Rajouri Garden, West Delhi", West Delhi,Delhi,3.6,1500
Underdoggs,"Worldmark 2,Aerocity, South Delhi", South Delhi,Delhi,4.4,2000
Doodle's Garden,"Punjabi Bagh, West Delhi", West Delhi,Delhi,4.1,2100
Meethi By Wok In The Clouds,"Rajouri Garden, West Delhi", West Delhi,Delhi,4.0,1000
Cafe Rendezvous Suribachi,"Corner Market,Malviya Nagar, South Delhi", South Delhi,Delhi,3.8,1800
PapaJi & Sons,"Punjabi Bagh, West Delhi", West Delhi,Delhi,3.7,900
Jamie's Pizzeria By Jamie Oliver,"Pacific Mall,Tagore Garden, West Delhi", West Delhi,Delhi,4.4,2000
AnnaMaya,"Andaz Delhi,Aerocity, South Delhi", South Delhi,Delhi,4.2,4000
The Waffle Co.,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,5.0,400
Little Attock,"Okhla Phase - 3, South Delhi", South Delhi,Delhi,4.4,1200
The Waffle Co.,"Shalimar Bagh, North Delhi", North Delhi,Delhi,4.0,400
Subway,"Karkardooma, East Delhi", East Delhi,Delhi,1.0,500
Flavors Of Chennai,"Corner Market,Malviya Nagar, South Delhi", South Delhi,Delhi,4.3,500
Munchies Midnight Delivery,"Vardhman Sunrise Plaza,Vasundhara Enclave, East Delhi", East Delhi,Delhi,5.0,400
AlKauser,"Punjabi Bagh, West Delhi", West Delhi,Delhi,3.4,800
Khidmat,"Kalkaji, South Delhi", South Delhi,Delhi,4.2,1000
Smoke House Deli,"DLF Promenade Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,4.4,2200
Khanabadosh Tavern,"Kalkaji, South Delhi", South Delhi,Delhi,3.9,800
Bokan,"East of Kailash, South Delhi", South Delhi,Delhi,4.1,1300
Chocolateria San Churro,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,4.3,1000
Biryani Blues,"Corner Market,Malviya Nagar, South Delhi", South Delhi,Delhi,4.3,1200
Waves,"Adchini, South Delhi", South Delhi,Delhi,4.2,2000
Six Degree Cakes and Coffees,"Safdarjung Enclave Market,Safdarjung, South Delhi", South Delhi,Delhi,1.0,500
QLA,"Mehrauli, South Delhi", South Delhi,Delhi,4.3,3000
Mughal Darbar Restaurant,"Punjabi Bagh, West Delhi", West Delhi,Delhi,4.2,1000
Stop My Starvation,"Corner Market,Malviya Nagar, South Delhi", South Delhi,Delhi,3.8,600
Laidback Cafe,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,4.3,2000
Tandoori Brothers,"Malviya Nagar, South Delhi", South Delhi,Delhi,5.0,800
Sardar-Ji-Bakhsh Coffee & Co.,"Aggarwal Millennium Tower,Netaji Subhash Place, North Delhi", North Delhi,Delhi,3.0,700
Little Chef,"Kalkaji, South Delhi", South Delhi,Delhi,4.0,600
Wendy's,"Kalkaji, South Delhi", South Delhi,Delhi,5.0,500
Food Sixteen,"Azadpur, North Delhi", North Delhi,Delhi,4.4,600
Gaon,"Malviya Nagar, South Delhi", South Delhi,Delhi,4.0,1200
Tikka Junction,"Malviya Nagar, South Delhi", South Delhi,Delhi,4.2,1500
In The Punjab,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,4.4,3200
Barbeque Nation,"DLF Avenue,Saket, South Delhi", South Delhi,Delhi,4.5,1700
Sly Granny,"Select Citywalk Mall,Saket, South Delhi", South Delhi,Delhi,4.6,2500
Soo Yung By The Backyard,"Punjabi Bagh, West Delhi", West Delhi,Delhi,4.1,1200
My Spice Kitchen,"Chittaranjan Park, South Delhi", South Delhi,Delhi,4.2,1000
LIT Nuit Club & Bar,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,3.3,2700
Yangkiez,"Malviya Nagar, South Delhi", South Delhi,Delhi,4.6,500
Farmers Basket at Pluck,"Hotel Pullman New Delhi Aerocity,Aerocity, South Delhi", South Delhi,Delhi,4.5,3700
Monkey Bar,"Vasant Kunj, South Delhi", South Delhi,Delhi,4.5,1500
Swan,"Mehrauli, South Delhi", South Delhi,Delhi,3.3,2000
Food Uncensored,"Sheikh Sarai, South Delhi", South Delhi,Delhi,5.0,400
Chateau de Pondichery,"Adchini, South Delhi", South Delhi,Delhi,4.4,2000
Social Street Cafe,"Champa Gali,Saket, South Delhi", South Delhi,Delhi,4.3,1200
Punjabi By Nature,"Vasant Kunj, South Delhi", South Delhi,Delhi,4.2,2000
Smoke House Deli,"DLF Avenue,Saket, South Delhi", South Delhi,Delhi,4.3,2200
Kake Da Hotel,"Chittaranjan Park, South Delhi", South Delhi,Delhi,4.0,1000
Big Wong XL,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,4.1,2000
Kylin Experience,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,4.2,2000
Kiara - Soul Kitchen,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,4.4,2000
The Himalayan Kitchen,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,4.2,1600
Coffee Cafe 9,"Malviya Nagar, South Delhi", South Delhi,Delhi,5.0,700
Govardhan Vegetarian,"Adchini, South Delhi", South Delhi,Delhi,4.1,900
Shibuya Food & Bar,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,4.5,1800
Dhaba Estd 1986 Delhi,"Worldmark 2,Aerocity, South Delhi", South Delhi,Delhi,4.2,1200
Kake Da Hotel,"Malviya Nagar, South Delhi", South Delhi,Delhi,4.3,1000
Chungwa,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,4.3,1700
India Grill,"Hilton Garden Inn,Saket, South Delhi", South Delhi,Delhi,3.9,2200
Biryani Blues,"Pacific Mall,Tagore Garden, West Delhi", West Delhi,Delhi,3.9,700
Joy Luck Moon,"Select Citywalk Mall,Saket, South Delhi", South Delhi,Delhi,4.3,2300
Big Fat Sandwich and Pizza,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,4.7,900
Truffle Story,"Chittaranjan Park, South Delhi", South Delhi,Delhi,4.4,400
Diablo,"Mehrauli, South Delhi", South Delhi,Delhi,4.2,2000
Jamie's Italian,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,4.4,1800
Chaayos,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,4.3,500
Moti Mahal Delux,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,4.4,1500
Taco Bell,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,4.4,500
Laidback Bar,"Salcon RasVilas Mall,Saket, South Delhi", South Delhi,Delhi,4.8,2000
Chaayos,"Pacific Mall,Tagore Garden, West Delhi", West Delhi,Delhi,4.3,500
Bo Tai,"Mehrauli, South Delhi", South Delhi,Delhi,4.4,3000
Mad Over Donuts,"Pacific Mall,Tagore Garden, West Delhi", West Delhi,Delhi,4.3,400
Ambra,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,4.3,300
Kylin Skybar,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,4.3,2200
Kesar,"Aggarwal Chambers,Pitampura, North Delhi", North Delhi,Delhi,4.6,800
Horn Please Resto Cafe,"Hotel Royal Castle Grand,Chittaranjan Park, South Delhi", South Delhi,Delhi,4.2,1000
Taco Bell,"Select Citywalk Mall,Saket, South Delhi", South Delhi,Delhi,4.4,500
Jugmug Thela,"Champa Gali,Saket, South Delhi", South Delhi,Delhi,4.1,1200
Kabooze,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,3.5,2200
C.I.A. Call It Asiian,"Greater Kailash - 2, South Delhi", South Delhi,Delhi,4.6,900
Le Cantine,"DLF Promenade Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,4.2,2000
Madly Bangalee,"Chittaranjan Park, South Delhi", South Delhi,Delhi,3.0,800
Tikka Junction,"Jail Road, West Delhi", West Delhi,Delhi,4.2,1500
100% Rock,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,4.1,1200
Taco Bell,"Gourmet Hub,Paschim Vihar, West Delhi", West Delhi,Delhi,3.9,500
Farzi Cafe,"Worldmark 3,Aerocity, South Delhi", South Delhi,Delhi,4.2,2000
Cafe Me,"Community Center B Block,Janakpuri, West Delhi", West Delhi,Delhi,4.3,1200
PizzaExpress,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,4.5,1400
Shaolin,"Malviya Nagar, South Delhi", South Delhi,Delhi,3.6,800
Thai High,"Ambawatta One Complex,Mehrauli, South Delhi", South Delhi,Delhi,4.4,2000
Jom Jom Malay,"Saket, South Delhi", South Delhi,Delhi,4.5,1500
Krispy Kreme,"Select Citywalk Mall,Saket, South Delhi", South Delhi,Delhi,4.5,400
Cafe Canteen,"Jail Road, West Delhi", West Delhi,Delhi,4.1,500
Kake Da Hotel,"Jail Road, West Delhi", West Delhi,Delhi,4.3,1000
Daryaganj,"Worldmark 1,Aerocity, South Delhi", South Delhi,Delhi,4.2,2000
Kartoon Cafe,"The Fusion House,Janakpuri, West Delhi", West Delhi,Delhi,4.4,1000
Bread Talk,"Select Citywalk Mall,Saket, South Delhi", South Delhi,Delhi,4.0,500
Mad Over Donuts,"DLF Promenade Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,4.5,400
